#Gene stable ID	Transcript stable ID	Gene name
YIL012W	YIL012W_mRNA	
YDR461W	YDR461W_mRNA	MFA1
YHR111W	YHR111W_mRNA	UBA4
YNL033W	YNL033W_mRNA	
YDR455C	YDR455C_mRNA	
YKL072W	YKL072W_mRNA	STB6
YKL003C	YKL003C_mRNA	MRP17
YMR314W	YMR314W_mRNA	PRE5
YHR139C-A	YHR139C-A_mRNA	
YLR070C	YLR070C_mRNA	XYL2
YDL069C	YDL069C_mRNA	CBS1
YBR183W	YBR183W_mRNA	YPC1
YER026C	YER026C_mRNA	CHO1
YOL083C-A	YOL083C-A_mRNA	
YDR073W	YDR073W_mRNA	SNF11
YDL017W	YDL017W_mRNA	CDC7
YCR093W	YCR093W_mRNA	CDC39
YML051W	YML051W_mRNA	GAL80
YLL002W	YLL002W_mRNA	RTT109
YPL068C	YPL068C_mRNA	
YIL090W	YIL090W_mRNA	ICE2
YNL018C	YNL018C_mRNA	
YBR050C	YBR050C_mRNA	REG2
YMR081C	YMR081C_mRNA	ISF1
YBL097W	YBL097W_mRNA	BRN1
YJL049W	YJL049W_mRNA	CHM7
YLR334C	YLR334C_mRNA	
YMR231W	YMR231W_mRNA	PEP5
YGR107W	YGR107W_mRNA	
YBR172C	YBR172C_mRNA	SMY2
YIL021C-A	YIL021C-A_mRNA	
YDR260C	YDR260C_mRNA	SWM1
YKL165C	YKL165C_mRNA	MCD4
YPR175W	YPR175W_mRNA	DPB2
YOR097C	YOR097C_mRNA	
YDR210W	YDR210W_mRNA	
YLR062C	YLR062C_mRNA	BUD28
YNL024C	YNL024C_mRNA	EFM6
YLR339C	YLR339C_mRNA	
YLR305C	YLR305C_mRNA	STT4
tT(UGU)P	tT(UGU)P_tRNA	
YNR024W	YNR024W_mRNA	MPP6
YDL130W-A	YDL130W-A_mRNA	STF1
YPR022C	YPR022C_mRNA	SDD4
YPL161C	YPL161C_mRNA	BEM4
YLR107W	YLR107W_mRNA	REX3
tR(UCU)Q1	tR(UCU)Q1_tRNA	
YJR135C	YJR135C_mRNA	MCM22
YLR139C	YLR139C_mRNA	SLS1
YKL085W	YKL085W_mRNA	MDH1
snR54	snR54_snoRNA	SNR54
YGR017W	YGR017W_mRNA	
YDR322C-A	YDR322C-A_mRNA	TIM11
YFL021C-A	YFL021C-A_mRNA	
YOL123W	YOL123W_mRNA	HRP1
YCR026C	YCR026C_mRNA	NPP1
tD(GUC)B	tD(GUC)B_tRNA	
YHR205W	YHR205W_mRNA	SCH9
YLR038C	YLR038C_mRNA	COX12
tR(UCU)G3	tR(UCU)G3_tRNA	
YCR044C	YCR044C_mRNA	PER1
YNL160W	YNL160W_mRNA	YGP1
YLR182W	YLR182W_mRNA	SWI6
YJL191W	YJL191W_mRNA	RPS14B
YDR139C	YDR139C_mRNA	RUB1
YGL019W	YGL019W_mRNA	CKB1
YHR183W	YHR183W_mRNA	GND1
YLR132C	YLR132C_mRNA	USB1
YLR064W	YLR064W_mRNA	PER33
YER107W-A	YER107W-A_mRNA	
YER174C	YER174C_mRNA	GRX4
YDL043C	YDL043C_mRNA	PRP11
YFR031C	YFR031C_mRNA	SMC2
YGL231C	YGL231C_mRNA	EMC4
tH(GUG)E1	tH(GUG)E1_tRNA	
YOR195W	YOR195W_mRNA	SLK19
tI(AAU)I2	tI(AAU)I2_tRNA	
snR67	snR67_snoRNA	SNR67
YML107C	YML107C_mRNA	PML39
YDL093W	YDL093W_mRNA	PMT5
tL(CAA)G2	tL(CAA)G2_tRNA	SUP54
YNR035C	YNR035C_mRNA	ARC35
YGL027C	YGL027C_mRNA	CWH41
YNL303W	YNL303W_mRNA	
YBR208C	YBR208C_mRNA	DUR1,2
tR(UCU)M1	tR(UCU)M1_tRNA	
YBL020W	YBL020W_mRNA	RFT1
YER067C-A	YER067C-A_mRNA	
YER090C-A	YER090C-A_mRNA	
YGR129W	YGR129W_mRNA	SYF2
YKR060W	YKR060W_mRNA	UTP30
YNR061C	YNR061C_mRNA	
YJR141W	YJR141W_mRNA	IPA1
YBR148W	YBR148W_mRNA	YSW1
YBR164C	YBR164C_mRNA	ARL1
YGR140W	YGR140W_mRNA	CBF2
YOR305W	YOR305W_mRNA	RRG7
YGL126W	YGL126W_mRNA	SCS3
YGR088W	YGR088W_mRNA	CTT1
YBR112C	YBR112C_mRNA	CYC8
YCR047C	YCR047C_mRNA	BUD23
YCR067C	YCR067C_mRNA	SED4
YHR187W	YHR187W_mRNA	IKI1
YHR005C	YHR005C_mRNA	GPA1
YCL050C	YCL050C_mRNA	APA1
tK(CUU)M	tK(CUU)M_tRNA	
YDR333C	YDR333C_mRNA	RQC1
YKL045W	YKL045W_mRNA	PRI2
YIL122W	YIL122W_mRNA	POG1
YNL176C	YNL176C_mRNA	TDA7
YBL019W	YBL019W_mRNA	APN2
YKL043W	YKL043W_mRNA	PHD1
YPL110C	YPL110C_mRNA	GDE1
YDR527W	YDR527W_mRNA	RBA50
YGL172W	YGL172W_mRNA	NUP49
tV(UAC)B	tV(UAC)B_tRNA	
YER112W	YER112W_mRNA	LSM4
YOR200W	YOR200W_mRNA	
YHR212C	YHR212C_mRNA	
YHR079C-A	YHR079C-A_mRNA	SAE3
YPR114W	YPR114W_mRNA	
YKR065C	YKR065C_mRNA	PAM17
YJR054W	YJR054W_mRNA	KCH1
YPL050C	YPL050C_mRNA	MNN9
YGL139W	YGL139W_mRNA	FLC3
YHR010W	YHR010W_mRNA	RPL27A
tT(UGU)G1	tT(UGU)G1_tRNA	
YBR088C	YBR088C_mRNA	POL30
YML067C	YML067C_mRNA	ERV41
YMR147W	YMR147W_mRNA	
YDR020C	YDR020C_mRNA	DAS2
YMR272W-B	YMR272W-B_mRNA	
YHL005C	YHL005C_mRNA	
YPR158W	YPR158W_mRNA	CUR1
YIR036C	YIR036C_mRNA	IRC24
YDR030C	YDR030C_mRNA	RAD28
YPL274W	YPL274W_mRNA	SAM3
YLR437C-A	YLR437C-A_mRNA	
YDL067C	YDL067C_mRNA	COX9
YMR049C	YMR049C_mRNA	ERB1
YGL258W	YGL258W_mRNA	VEL1
YBR055C	YBR055C_mRNA	PRP6
YJL094C	YJL094C_mRNA	KHA1
YGR225W	YGR225W_mRNA	AMA1
YMR038C	YMR038C_mRNA	CCS1
YFR033C	YFR033C_mRNA	QCR6
YMR247W-A	YMR247W-A_mRNA	
YMR062C	YMR062C_mRNA	ARG7
YJL023C	YJL023C_mRNA	PET130
YCL014W	YCL014W_mRNA	BUD3
YJL166W	YJL166W_mRNA	QCR8
YJL214W	YJL214W_mRNA	HXT8
YER097W	YER097W_mRNA	
YNL274C	YNL274C_mRNA	GOR1
YJL126W	YJL126W_mRNA	NIT2
YOR205C	YOR205C_mRNA	GEP3
YNL164C	YNL164C_mRNA	IBD2
YER165C-A	YER165C-A_mRNA	
YJR097W	YJR097W_mRNA	JJJ3
YOR192C-C	YOR192C-C_mRNA	
YPR097W	YPR097W_mRNA	
YMR323W	YMR323W_mRNA	ERR3
tR(ACG)O	tR(ACG)O_tRNA	
YJR070C	YJR070C_mRNA	LIA1
YDL179W	YDL179W_mRNA	PCL9
YBR266C	YBR266C_mRNA	SLM6
YKR075C	YKR075C_mRNA	
YDL102W	YDL102W_mRNA	POL3
YCL058C	YCL058C_mRNA	FYV5
YJL215C	YJL215C_mRNA	
YMR234W	YMR234W_mRNA	RNH1
YLR454W	YLR454W_mRNA	FMP27
YLR212C	YLR212C_mRNA	TUB4
YPL011C	YPL011C_mRNA	TAF3
YNL013C	YNL013C_mRNA	
YGL014C-A	YGL014C-A_mRNA	
YJL105W	YJL105W_mRNA	SET4
YDR182W	YDR182W_mRNA	CDC1
YBL071W-A	YBL071W-A_mRNA	KTI11
YBR269C	YBR269C_mRNA	SDH8
YLR451W	YLR451W_mRNA	LEU3
YHR089C	YHR089C_mRNA	GAR1
YGR135W	YGR135W_mRNA	PRE9
YLR162W	YLR162W_mRNA	
YER041W	YER041W_mRNA	YEN1
YDR006C	YDR006C_mRNA	SOK1
YCL017C	YCL017C_mRNA	NFS1
YLR076C	YLR076C_mRNA	
YGR070W	YGR070W_mRNA	ROM1
YDR010C	YDR010C_mRNA	
YOR136W	YOR136W_mRNA	IDH2
YER074W-A	YER074W-A_mRNA	YOS1
tY(GUA)O	tY(GUA)O_tRNA	SUP3
YPR081C	YPR081C_mRNA	GRS2
YDR498C	YDR498C_mRNA	SEC20
YJR104C	YJR104C_mRNA	SOD1
YLR147C	YLR147C_mRNA	SMD3
YDL224C	YDL224C_mRNA	WHI4
YHR162W	YHR162W_mRNA	MPC2
YFR054C	YFR054C_mRNA	
YGR229C	YGR229C_mRNA	SMI1
YLR005W	YLR005W_mRNA	SSL1
YDR082W	YDR082W_mRNA	STN1
YJL124C	YJL124C_mRNA	LSM1
YBL107W-A	YBL107W-A_mRNA	
YDR216W	YDR216W_mRNA	ADR1
YCR068W	YCR068W_mRNA	ATG15
YGR161W-C	YGR161W-C_mRNA	
YNL083W	YNL083W_mRNA	SAL1
YKL106W	YKL106W_mRNA	AAT1
YLR115W	YLR115W_mRNA	CFT2
YDR325W	YDR325W_mRNA	YCG1
ICR1	ICR1_ncRNA	ICR1
YHL050C	YHL050C_mRNA	
YGL249W	YGL249W_mRNA	ZIP2
YJL053W	YJL053W_mRNA	PEP8
YDR372C	YDR372C_mRNA	VPS74
YGR173W	YGR173W_mRNA	RBG2
YAR042W	YAR042W_mRNA	SWH1
YPL273W	YPL273W_mRNA	SAM4
RDN5-6	RDN5-6_rRNA	RDN5-6
YDL222C	YDL222C_mRNA	FMP45
YIL087C	YIL087C_mRNA	AIM19
YNR027W	YNR027W_mRNA	BUD17
YCR095C	YCR095C_mRNA	OCA4
YER162C	YER162C_mRNA	RAD4
YER090W	YER090W_mRNA	TRP2
YGL215W	YGL215W_mRNA	CLG1
YBR016W	YBR016W_mRNA	
YFL025C	YFL025C_mRNA	BST1
YLR208W	YLR208W_mRNA	SEC13
YHR030C	YHR030C_mRNA	SLT2
YDR395W	YDR395W_mRNA	SXM1
YMR282C	YMR282C_mRNA	AEP2
YMR056C	YMR056C_mRNA	AAC1
YPL203W	YPL203W_mRNA	TPK2
YIL041W	YIL041W_mRNA	GVP36
YDL210W	YDL210W_mRNA	UGA4
YLR149C	YLR149C_mRNA	
YGL005C	YGL005C_mRNA	COG7
YDR132C	YDR132C_mRNA	
YOR161W-B	YOR161W-B_mRNA	
YBR015C	YBR015C_mRNA	MNN2
YER156C	YER156C_mRNA	
YLL039C	YLL039C_mRNA	UBI4
YPL214C	YPL214C_mRNA	THI6
YGL007W	YGL007W_mRNA	BRP1
YFR025C	YFR025C_mRNA	HIS2
YGL245W	YGL245W_mRNA	GUS1
YDR464W	YDR464W_mRNA	SPP41
YBR037C	YBR037C_mRNA	SCO1
YDR154C	YDR154C_mRNA	
YAL068C	YAL068C_mRNA	PAU8
YPR059C	YPR059C_mRNA	
YFL063W	YFL063W_mRNA	
YGL141W	YGL141W_mRNA	HUL5
YEL014C	YEL014C_mRNA	
YGL251C	YGL251C_mRNA	HFM1
YPR091C	YPR091C_mRNA	NVJ2
YFL013W-A	YFL013W-A_mRNA	
YJL116C	YJL116C_mRNA	NCA3
YDR341C	YDR341C_mRNA	YDR341C
YKL012W	YKL012W_mRNA	PRP40
YBL078C	YBL078C_mRNA	ATG8
YAR035C-A	YAR035C-A_mRNA	
YGR234W	YGR234W_mRNA	YHB1
YPR126C	YPR126C_mRNA	
YPL117C	YPL117C_mRNA	IDI1
YLR434C	YLR434C_mRNA	
YPL120W	YPL120W_mRNA	VPS30
YMR153W	YMR153W_mRNA	NUP53
YGR267C	YGR267C_mRNA	FOL2
YJR003C	YJR003C_mRNA	MRX12
YHR193C	YHR193C_mRNA	EGD2
YEL030C-A	YEL030C-A_mRNA	
YPL048W	YPL048W_mRNA	CAM1
YNL132W	YNL132W_mRNA	KRE33
YOL080C	YOL080C_mRNA	REX4
YDR444W	YDR444W_mRNA	
YPL083C	YPL083C_mRNA	SEN54
YGR271C-A	YGR271C-A_mRNA	EFG1
YDR419W	YDR419W_mRNA	RAD30
YIR009W	YIR009W_mRNA	MSL1
snR189	snR189_snoRNA	SNR189
YOR254C	YOR254C_mRNA	SEC63
YCL066W	YCL066W_mRNA	HMLALPHA1
YKR020W	YKR020W_mRNA	VPS51
YIL033C	YIL033C_mRNA	BCY1
YJL115W	YJL115W_mRNA	ASF1
YPR041W	YPR041W_mRNA	TIF5
YOR218C	YOR218C_mRNA	
YIR010W	YIR010W_mRNA	DSN1
YOR147W	YOR147W_mRNA	MDM32
YGL101W	YGL101W_mRNA	
YNL172W	YNL172W_mRNA	APC1
YMR031W-A	YMR031W-A_mRNA	
YGL053W	YGL053W_mRNA	PRM8
YKL042W	YKL042W_mRNA	SPC42
YGR253C	YGR253C_mRNA	PUP2
YHR159W	YHR159W_mRNA	TDA11
YJL169W	YJL169W_mRNA	
YHR199C	YHR199C_mRNA	AIM46
YBR185C	YBR185C_mRNA	MBA1
YKL037W	YKL037W_mRNA	AIM26
YDR423C	YDR423C_mRNA	CAD1
tM(CAU)E	tM(CAU)E_tRNA	IMT4
YJL035C	YJL035C_mRNA	TAD2
YOL093W	YOL093W_mRNA	TRM10
YDR017C	YDR017C_mRNA	KCS1
YIL036W	YIL036W_mRNA	CST6
YJR089W	YJR089W_mRNA	BIR1
YPL124W	YPL124W_mRNA	SPC29
YLR354C	YLR354C_mRNA	TAL1
YJL042W	YJL042W_mRNA	MHP1
YEL053W-A	YEL053W-A_mRNA	
YDR005C	YDR005C_mRNA	MAF1
YJR107W	YJR107W_mRNA	LIH1
YLR422W	YLR422W_mRNA	DCK1
YDR098C	YDR098C_mRNA	GRX3
YKR030W	YKR030W_mRNA	GMH1
YPL232W	YPL232W_mRNA	SSO1
YMR001C-A	YMR001C-A_mRNA	
YCR099C	YCR099C_mRNA	
tV(UAC)D	tV(UAC)D_tRNA	
YAL019W-A	YAL019W-A_mRNA	
YGL135W	YGL135W_mRNA	RPL1B
YDR280W	YDR280W_mRNA	RRP45
YJL154C	YJL154C_mRNA	VPS35
YIL113W	YIL113W_mRNA	SDP1
YLR387C	YLR387C_mRNA	REH1
YDR328C	YDR328C_mRNA	SKP1
YJL155C	YJL155C_mRNA	FBP26
YOR109W	YOR109W_mRNA	INP53
YLR386W	YLR386W_mRNA	VAC14
YDR185C	YDR185C_mRNA	UPS3
YHR129C	YHR129C_mRNA	ARP1
YNR010W	YNR010W_mRNA	CSE2
YIR007W	YIR007W_mRNA	EGH1
YPR027C	YPR027C_mRNA	
YJL004C	YJL004C_mRNA	SYS1
YDL042C	YDL042C_mRNA	SIR2
YGL069C	YGL069C_mRNA	YGL069C
YPL095C	YPL095C_mRNA	EEB1
YIR035C	YIR035C_mRNA	
YKL159C	YKL159C_mRNA	RCN1
YPR127W	YPR127W_mRNA	
YFR037C	YFR037C_mRNA	RSC8
YKL161C	YKL161C_mRNA	KDX1
YLR061W	YLR061W_mRNA	RPL22A
YNL330C	YNL330C_mRNA	RPD3
YER079C-A	YER079C-A_mRNA	
YHL011C	YHL011C_mRNA	PRS3
YIL114C	YIL114C_mRNA	POR2
YPL243W	YPL243W_mRNA	SRP68
YDR541C	YDR541C_mRNA	
YBR277C	YBR277C_mRNA	
YOR108C-A	YOR108C-A_mRNA	
YNL016W	YNL016W_mRNA	PUB1
YEL009C	YEL009C_mRNA	GCN4
YNL316C	YNL316C_mRNA	PHA2
YNR003C	YNR003C_mRNA	RPC34
YLR380W	YLR380W_mRNA	CSR1
YMR013C-A	YMR013C-A_mRNA	
YNL113W	YNL113W_mRNA	RPC19
YKL079W	YKL079W_mRNA	SMY1
YDR056C	YDR056C_mRNA	EMC10
YDL240W	YDL240W_mRNA	LRG1
YJR102C	YJR102C_mRNA	VPS25
YKR095W-A	YKR095W-A_mRNA	PCC1
YPR138C	YPR138C_mRNA	MEP3
YOR225W	YOR225W_mRNA	
YGL108C	YGL108C_mRNA	
YGL221C	YGL221C_mRNA	NIF3
YDR183C-A	YDR183C-A_mRNA	
YCR050C	YCR050C_mRNA	
YOR028C	YOR028C_mRNA	CIN5
YOR169C	YOR169C_mRNA	
YBR186W	YBR186W_mRNA	PCH2
YOR080W	YOR080W_mRNA	DIA2
YBL006C	YBL006C_mRNA	LDB7
YOR235W	YOR235W_mRNA	IRC13
YER036C	YER036C_mRNA	ARB1
YLR442C	YLR442C_mRNA	SIR3
YLR024C	YLR024C_mRNA	UBR2
YLR326W	YLR326W_mRNA	
YIL013C	YIL013C_mRNA	PDR11
YLR122C	YLR122C_mRNA	
YJR015W	YJR015W_mRNA	
YLR396C	YLR396C_mRNA	VPS33
YER084W-A	YER084W-A_mRNA	
YHL046W-A	YHL046W-A_mRNA	
tQ(UUG)Q	tQ(UUG)Q_tRNA	
YLR042C	YLR042C_mRNA	
YEL056W	YEL056W_mRNA	HAT2
tK(CUU)G2	tK(CUU)G2_tRNA	
YER140W	YER140W_mRNA	EMP65
YNL298W	YNL298W_mRNA	CLA4
YPR055W	YPR055W_mRNA	SEC8
YOL126C	YOL126C_mRNA	MDH2
YPL206C	YPL206C_mRNA	PGC1
YIR006C	YIR006C_mRNA	PAN1
YGL205W	YGL205W_mRNA	POX1
tP(UGG)N1	tP(UGG)N1_tRNA	
tR(CCG)L	tR(CCG)L_tRNA	TRR4
YGR290W	YGR290W_mRNA	
YGR022C	YGR022C_mRNA	
YOL121C	YOL121C_mRNA	RPS19A
YLR183C	YLR183C_mRNA	TOS4
YIL145C	YIL145C_mRNA	PAN6
YNL139C	YNL139C_mRNA	THO2
YBR274W	YBR274W_mRNA	CHK1
YJL071W	YJL071W_mRNA	ARG2
YLL028W	YLL028W_mRNA	TPO1
YER091C-A	YER091C-A_mRNA	
YGR189C	YGR189C_mRNA	CRH1
YHR152W	YHR152W_mRNA	SPO12
YPL283C	YPL283C_mRNA	YRF1-7
YJR118C	YJR118C_mRNA	ILM1
YLR130C	YLR130C_mRNA	ZRT2
YDR184C	YDR184C_mRNA	ATC1
YPL268W	YPL268W_mRNA	PLC1
YGR185C	YGR185C_mRNA	TYS1
YOR016C	YOR016C_mRNA	ERP4
YHL019W-A	YHL019W-A_mRNA	
YHR039C	YHR039C_mRNA	MSC7
YPL021W	YPL021W_mRNA	ECM23
YNL047C	YNL047C_mRNA	SLM2
YDR122W	YDR122W_mRNA	KIN1
YGR169C-A	YGR169C-A_mRNA	
YBR235W	YBR235W_mRNA	VHC1
YHR114W	YHR114W_mRNA	BZZ1
YLR306W	YLR306W_mRNA	UBC12
YDR054C	YDR054C_mRNA	CDC34
YOR138C	YOR138C_mRNA	RUP1
YLR351C	YLR351C_mRNA	NIT3
YKR077W	YKR077W_mRNA	MSA2
YMR032W	YMR032W_mRNA	HOF1
YMR228W	YMR228W_mRNA	MTF1
YLR242C	YLR242C_mRNA	ARV1
YJR123W	YJR123W_mRNA	RPS5
YOL068C	YOL068C_mRNA	HST1
YNL282W	YNL282W_mRNA	POP3
YMR146C	YMR146C_mRNA	TIF34
YCR084C	YCR084C_mRNA	TUP1
YLR428C	YLR428C_mRNA	
YNL096C	YNL096C_mRNA	RPS7B
YMR251W-A	YMR251W-A_mRNA	HOR7
YBR046C	YBR046C_mRNA	ZTA1
YER059W	YER059W_mRNA	PCL6
YIR017W-A	YIR017W-A_mRNA	
YLR265C	YLR265C_mRNA	NEJ1
YJL046W	YJL046W_mRNA	AIM22
YEL061C	YEL061C_mRNA	CIN8
YOR165W	YOR165W_mRNA	SEY1
YIL148W	YIL148W_mRNA	RPL40A
YOR011W-A	YOR011W-A_mRNA	
YAL041W	YAL041W_mRNA	CDC24
YDR424C	YDR424C_mRNA	DYN2
YDR194C	YDR194C_mRNA	MSS116
YGR239C	YGR239C_mRNA	PEX21
YBR108W	YBR108W_mRNA	AIM3
YAL044W-A	YAL044W-A_mRNA	BOL1
YOL023W	YOL023W_mRNA	IFM1
YBR076C-A	YBR076C-A_mRNA	
YPL046C	YPL046C_mRNA	ELC1
YDR141C	YDR141C_mRNA	DOP1
YDR288W	YDR288W_mRNA	NSE3
YBR194W	YBR194W_mRNA	AIM4
YGR201C	YGR201C_mRNA	
tL(UAA)L	tL(UAA)L_tRNA	
YCR090C	YCR090C_mRNA	
YLR461W	YLR461W_mRNA	PAU4
YER190C-B	YER190C-B_mRNA	
YOL108C	YOL108C_mRNA	INO4
YJR148W	YJR148W_mRNA	BAT2
YJL123C	YJL123C_mRNA	MTC1
YHR218W	YHR218W_mRNA	
YMR247C	YMR247C_mRNA	RKR1
YOL086C	YOL086C_mRNA	ADH1
YNL287W	YNL287W_mRNA	SEC21
YLL064C	YLL064C_mRNA	PAU18
YCR013C	YCR013C_mRNA	
YMR152W	YMR152W_mRNA	YIM1
YEL051W	YEL051W_mRNA	VMA8
YNL095C	YNL095C_mRNA	
YHR021W-A	YHR021W-A_mRNA	ECM12
YOL028C	YOL028C_mRNA	YAP7
YMR267W	YMR267W_mRNA	PPA2
YJL065C	YJL065C_mRNA	DLS1
YLR154C	YLR154C_mRNA	RNH203
YFL001W	YFL001W_mRNA	DEG1
YMR230W	YMR230W_mRNA	RPS10B
YCL073C	YCL073C_mRNA	GEX1
YIL054W	YIL054W_mRNA	
YGR056W	YGR056W_mRNA	RSC1
YLR154W-A	YLR154W-A_mRNA	YLR154W-A
YDR051C	YDR051C_mRNA	DET1
YNR060W	YNR060W_mRNA	FRE4
YDR353W	YDR353W_mRNA	TRR1
YKL089W	YKL089W_mRNA	MIF2
tR(UCU)J1	tR(UCU)J1_tRNA	
YBR018C	YBR018C_mRNA	GAL7
YKL044W	YKL044W_mRNA	MMO1
YEL063C	YEL063C_mRNA	CAN1
YHR053C	YHR053C_mRNA	CUP1-1
YPR010C	YPR010C_mRNA	RPA135
YLR199C	YLR199C_mRNA	PBA1
YDR021W	YDR021W_mRNA	FAL1
YER119C-A	YER119C-A_mRNA	
YGL041C-B	YGL041C-B_mRNA	
YBR292C	YBR292C_mRNA	
YPR079W	YPR079W_mRNA	MRL1
YDL194W	YDL194W_mRNA	SNF3
YDR049W	YDR049W_mRNA	VMS1
YMR039C	YMR039C_mRNA	SUB1
YKL026C	YKL026C_mRNA	GPX1
YMR128W	YMR128W_mRNA	ECM16
YDR209C	YDR209C_mRNA	
YER133W-A	YER133W-A_mRNA	
YIL177C	YIL177C_mRNA	
YGL238W	YGL238W_mRNA	CSE1
YOR087W	YOR087W_mRNA	YVC1
YPR095C	YPR095C_mRNA	SYT1
YPL016W	YPL016W_mRNA	SWI1
YJL041W	YJL041W_mRNA	NSP1
YJR122W	YJR122W_mRNA	IBA57
tE(UUC)E3	tE(UUC)E3_tRNA	
YER074W	YER074W_mRNA	RPS24A
YGL109W	YGL109W_mRNA	
YPL251W	YPL251W_mRNA	
YGL234W	YGL234W_mRNA	ADE5,7
YJL033W	YJL033W_mRNA	HCA4
YNL339C	YNL339C_mRNA	YRF1-6
YBR066C	YBR066C_mRNA	NRG2
YOL133W	YOL133W_mRNA	HRT1
YDR388W	YDR388W_mRNA	RVS167
YMR269W	YMR269W_mRNA	TMA23
YPL260W	YPL260W_mRNA	CUB1
YHR200W	YHR200W_mRNA	RPN10
YKL145W-A	YKL145W-A_mRNA	
tE(UUC)I	tE(UUC)I_tRNA	
YMR188C	YMR188C_mRNA	MRPS17
YGR264C	YGR264C_mRNA	MES1
YHR069C	YHR069C_mRNA	RRP4
YDR233C	YDR233C_mRNA	RTN1
YBL048W	YBL048W_mRNA	RRT1
YLR095C	YLR095C_mRNA	IOC2
YBR196C-B	YBR196C-B_mRNA	
YDR235W	YDR235W_mRNA	PRP42
YNR063W	YNR063W_mRNA	
tL(CAA)G1	tL(CAA)G1_tRNA	
YOL018C	YOL018C_mRNA	TLG2
YEL013W	YEL013W_mRNA	VAC8
YJL091C	YJL091C_mRNA	GWT1
YOR045W	YOR045W_mRNA	TOM6
YER087C-B	YER087C-B_mRNA	SBH1
YHR041C	YHR041C_mRNA	SRB2
YER056C	YER056C_mRNA	FCY2
YBR095C	YBR095C_mRNA	RXT2
YHL049C	YHL049C_mRNA	
YDL118W	YDL118W_mRNA	
YBL011W	YBL011W_mRNA	SCT1
YGR293C	YGR293C_mRNA	
YDL137W	YDL137W_mRNA	ARF2
YDL193W	YDL193W_mRNA	NUS1
YOR186W	YOR186W_mRNA	
YMR102C	YMR102C_mRNA	
YCL061C	YCL061C_mRNA	MRC1
YBL102W	YBL102W_mRNA	SFT2
YDR509W	YDR509W_mRNA	
YOR065W	YOR065W_mRNA	CYT1
YEL001C	YEL001C_mRNA	IRC22
YGL164C	YGL164C_mRNA	YRB30
YJL045W	YJL045W_mRNA	YJL045W
YOR201C	YOR201C_mRNA	MRM1
YKL006C-A	YKL006C-A_mRNA	SFT1
YHR028W-A	YHR028W-A_mRNA	
YPL173W	YPL173W_mRNA	MRPL40
YBL105C	YBL105C_mRNA	PKC1
YLR162W-A	YLR162W-A_mRNA	RRT15
YKL164C	YKL164C_mRNA	PIR1
YLR462W	YLR462W_mRNA	
YPR098C	YPR098C_mRNA	
YDR490C	YDR490C_mRNA	PKH1
RDN37-2	RDN37-2_rRNA	RDN37-2
YDR516C	YDR516C_mRNA	EMI2
YKR096W	YKR096W_mRNA	ESL2
YIL173W	YIL173W_mRNA	VTH1
YMR171C	YMR171C_mRNA	EAR1
tQ(UUG)D1	tQ(UUG)D1_tRNA	
YGR236C	YGR236C_mRNA	SPG1
YML029W	YML029W_mRNA	USA1
snR38	snR38_snoRNA	SNR38
YJL069C	YJL069C_mRNA	UTP18
YNR037C	YNR037C_mRNA	RSM19
YEL022W	YEL022W_mRNA	GEA2
YKL054C	YKL054C_mRNA	DEF1
snR190	snR190_snoRNA	SNR190
YBL090W	YBL090W_mRNA	MRP21
YDR347W	YDR347W_mRNA	MRP1
YFR032C	YFR032C_mRNA	RRT5
YJL130C	YJL130C_mRNA	URA2
YMR090W	YMR090W_mRNA	
YHR042W	YHR042W_mRNA	NCP1
YGL124C	YGL124C_mRNA	MON1
YPL156C	YPL156C_mRNA	PRM4
YGR235C	YGR235C_mRNA	
YJR087W	YJR087W_mRNA	
tK(CUU)I	tK(CUU)I_tRNA	
YLR148W	YLR148W_mRNA	PEP3
YDR445C	YDR445C_mRNA	
YOR073W	YOR073W_mRNA	SGO1
YER148W	YER148W_mRNA	SPT15
YML124C	YML124C_mRNA	TUB3
YDR452W	YDR452W_mRNA	PPN1
YGR117C	YGR117C_mRNA	
YDL196W	YDL196W_mRNA	
YGR254W	YGR254W_mRNA	ENO1
snR47	snR47_snoRNA	SNR47
YER188C-A	YER188C-A_mRNA	
YLR243W	YLR243W_mRNA	GPN3
YMR293C	YMR293C_mRNA	HER2
YJL218W	YJL218W_mRNA	
YDR437W	YDR437W_mRNA	GPI19
YOR064C	YOR064C_mRNA	YNG1
YBR138C	YBR138C_mRNA	YBR138C
YCR082W	YCR082W_mRNA	AHC2
YKL147C	YKL147C_mRNA	
YAR015W	YAR015W_mRNA	ADE1
YJL057C	YJL057C_mRNA	IKS1
YDR529C	YDR529C_mRNA	QCR7
YBR178W	YBR178W_mRNA	
YER086W	YER086W_mRNA	ILV1
YOR003W	YOR003W_mRNA	YSP3
YOR051C	YOR051C_mRNA	ETT1
YOL159C-A	YOL159C-A_mRNA	
YNL081C	YNL081C_mRNA	SWS2
YGL031C	YGL031C_mRNA	RPL24A
YGL085W	YGL085W_mRNA	LCL3
YDL238C	YDL238C_mRNA	GUD1
YMR069W	YMR069W_mRNA	NAT4
YDL078C	YDL078C_mRNA	MDH3
YFR016C	YFR016C_mRNA	
YGR280C	YGR280C_mRNA	PXR1
YIL001W	YIL001W_mRNA	
YDR303C	YDR303C_mRNA	RSC3
YAL033W	YAL033W_mRNA	POP5
YCR028C	YCR028C_mRNA	FEN2
