ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
828	7,17	723,556			198	99
829	51,37	1,0			198	99
830	3,2	51,25			198	99
831	0,0	0,0			198	99
832	0,0	2,0			198	99
833	0,0	0,0			198	99
834	0,0	0,0			198	99
835	0,0	0,0			198	99
836	1,0	1,0			198	99
837	1,0	4,2			198	99
838	56,45	222,146			198	99
839	58,43	4,2			198	99
840	401,270	0,0			146	99
841	1,31	0,0			198	99
842	1,2	4,39			198	99
843	4,4	6,6			198	99
844	0,0	0,0			183	99
845	48,29	2,0			198	99
846	17,10	163,101			198	99
847	2,1	85,56			198	99
848	8,19	227,170			198	99
849	27,21	71,65			198	99
850	27,20	10,14			198	99
851	4,7	95,71			198	99
852	0,0	0,0			198	99
853	0,0	0,0			175	99
854	0,0	0,0			198	99
855	7,1	103,77			198	99
856	0,0	4,5			198	99
857	0,0	0,0			198	99
858	3,2	0,0			99	99
859	17,25	94,61			198	99
860	0,0	0,0			198	99
861	1,1	0,0			198	99
862	29,42	1,5			198	99
863	32,18	1,2			198	99
864	40,54	0,0			198	99
865	9,9	313,400			198	99
866	0,0	0,0			102	99
867	0,0	0,0			198	99
868	0,0	0,0			198	99
869	0,0	0,0			198	99
870	0,0	0,0			198	99
871	3,1	0,0			198	99
872	10,6	396,369			198	99
873	301,197	0,0			198	99
874	60,29	109,75			198	99
875	65,58	0,0			198	99
876	0,0	0,0			198	99
877	0,0	0,0			198	99
878	0,0	0,0			198	99
879	15,14	1,1			198	99
880	7,4	2,2			198	99
881	2,2	0,0			198	99
882	2,2	0,0			184	99
883	0,2	1,1			198	99
884	5,1	41,62			198	99
885	5,1	2,7			198	99
886	181,146	9,12			198	99
887	178,143	5,1			198	99
888	168,133	158,126			198	99
889	116,103	0,0			100	99
890	33,36	0,0			101	99
891	0,0	0,0			100	99
892	0,0	0,0			198	99
893	2,1	0,0			198	99
894	119,70	33,12			198	99
895	60,36	226,142			198	99
896	20,13	216,132			198	99
897	1,4	0,0			198	99
898	0,1	0,0			198	99
899	0,0	0,0			198	99
900	0,0	0,0			198	99
901	0,0	0,0			198	99
902	0,0	0,0			129	99
903	53,30	0,0			198	99
904	14,13	0,0			198	99
905	14,19	0,0			165	99
906	0,0	1,0			198	99
907	0,0	0,0			198	99
908	0,0	0,0			198	99
909	11,8	35,32			198	99
910	8,13	0,2			198	99
911	259,127	0,0			198	99
912	297,188	6,6			198	99
913	134,105	1962,1573			198	99
914	50,45	1023,855			192	99
915	4,3	0,0			100	99
916	59,37	1,0			198	99
917	2,2	0,0			186	99
918	9,11	0,1			198	99
919	2,6	0,0			198	99
920	9,3	0,0			198	99
921	9,4	13,10			198	99
922	0,8	35,113			198	99
923	21,41	44,199			198	99
924	32,33	356,244			197	99
925	22,16	255,201			198	99
926	29,12	626,518			198	99
927	2,0	3,1			198	99
928	0,0	0,0			191	99
929	0,1	0,0			198	99
930	0,0	0,0			177	99
931	0,0	0,0			198	99
932	12,16	17,34			195	99
933	189,232	5,1			198	99
934	6,1	255,266			177	99
935	9,16	5,5			198	99
936	4,28	0,0			183	99
937	21,21	0,0			198	99
938	31,31	2,3			184	99
939	35,32	4,1			187	99
940	6,3	96,57			198	99
941	6,10	81,42			198	99
942	4,1	4,2			198	99
943	4,2	0,0			198	99
944	3,1	2,2			198	99
945	31,18	52,37			180	99
946	46,26	38,12			198	99
947	45,31	63,36			198	99
948	13,12	134,78			198	99
949	214,198	3,2			198	99
950	0,0	0,0			198	99
951	85,93	6020,5773			198	99
952	0,0	0,0			198	99
953	0,0	0,0			198	99
954	0,0	1,0			198	99
955	0,0	0,1			198	99
956	0,0	0,0			198	99
957	209,147	15405,11334			198	99
958	0,0	0,1			198	99
959	0,1	2,2			198	99
960	0,0	0,0			198	99
961	0,0	0,0			180	99
